,concelho,ano,mes,numero_de_CPEs_nao_inclui_contador_inteligente,numero_de_CPEs_inclui_contador_inteligente,ordens_servico_realizadas_(#)_configuracao_de_EMI,ordens_servico_realizadas_(#)_outros,ordens_servico_realizadas_(#)_REMOTE_ICP_CONFIGURATION,ordens_servico_realizadas_(#)_reducao_de_potencia_contratada,ordens_servico_realizadas_(#)_reposicao_de_potencia_contratada,ordens_servico_realizadas_(#)_servico_alteracao_contractual,ordens_servico_realizadas_(#)_servico_de_corte_e_re-ligacao,numero_cpes_doméstico,numero_cpes_iluminacao_publica,numero_cpes_nao_domestico,numero_cpes_outros,total_servicos_realizados,total_cpes,energia_ativa
1575,Castelo de Paiva,2022,3,4286,3658,0,0,0,6,6,1,4,6386,119,1391,48,17,7944,3683058.67
1576,Castelo de Paiva,2022,4,4256,3691,8,0,0,22,23,18,12,6389,119,1389,50,83,7947,3292930.535
1577,Castelo de Paiva,2022,5,4108,3840,5,0,0,32,20,10,9,6389,119,1393,47,76,7948,3413818.863
1578,Castelo de Paiva,2022,6,3987,3980,4,0,0,23,19,17,13,6393,119,1400,55,76,7967,3360045.624
1579,Castelo de Paiva,2022,7,3714,4252,8,1,0,37,35,5,9,6392,119,1404,51,95,7966,3892966.399
1580,Castelo de Paiva,2022,8,3640,4318,5,0,0,42,36,14,19,6388,119,1401,50,116,7958,3541318.077
1581,Castelo de Paiva,2022,9,3607,4357,14,0,0,30,30,18,9,6394,119,1401,50,101,7964,3355227.635
1582,Castelo de Paiva,2022,10,3458,4518,31,0,0,20,23,18,16,6410,119,1398,49,108,7976,3725881.9680000003
1583,Castelo de Paiva,2022,11,3613,4369,163,0,0,31,24,17,5,6416,119,1398,49,240,7982,3682568.967
1584,Castelo de Paiva,2022,12,3392,4588,244,0,1,37,24,19,6,6415,119,1397,49,331,7980,3927667.954
1585,Castelo de Paiva,2023,1,3416,4566,154,0,4,54,46,17,23,6418,119,1396,49,298,7982,4155074.792
1586,Castelo de Paiva,2023,2,3331,4657,91,0,0,36,31,23,8,6426,120,1395,47,189,7988,3644524.407
1587,Castelo de Paiva,2023,3,3122,4877,107,0,4,49,38,18,35,6436,120,1400,43,251,7999,3677430.734
1588,Castelo de Paiva,2023,4,3068,4931,119,0,0,47,50,23,25,6436,120,1400,43,264,7999,3332983.469
1589,Castelo de Paiva,2023,5,2792,5207,118,0,0,51,44,15,15,6436,120,1400,43,243,7999,3460437.8880000003
1590,Castelo de Paiva,2023,6,2799,5283,21,0,0,32,30,17,18,6493,120,1422,47,118,8082,3486061.71
1591,Castelo de Paiva,2023,7,2394,5704,3,0,2,51,43,15,24,6507,120,1426,45,138,8098,3698415.802
1592,Castelo de Paiva,2023,8,2347,5764,1,0,12,57,51,37,20,6529,120,1422,40,178,8111,3761437.3060000003
1593,Castelo de Paiva,2023,9,2377,5736,14,0,0,45,36,28,32,6533,120,1421,39,155,8113,3567678.619
1594,Castelo de Paiva,2023,10,1894,6232,18,0,0,48,42,30,14,6546,120,1421,39,152,8126,3536721.828
1595,Castelo de Paiva,2023,11,1801,6329,2,0,1,70,56,32,11,6545,120,1424,41,172,8130,3771896.536
1596,Castelo de Paiva,2023,12,1647,6479,2,0,0,35,27,27,7,6546,120,1421,39,98,8126,4319285.909
1597,Castelo de Paiva,2024,1,1707,6413,2,0,1,57,38,21,13,6545,120,1418,37,132,8120,4377641.257999999
1598,Castelo de Paiva,2024,2,1179,6932,1,0,0,33,24,13,5,6537,120,1417,37,76,8111,1198953.742
1600,Castelo de Vide,2022,3,690,2240,1,0,0,4,4,3,0,2375,28,518,9,12,2930,1307056.519
1601,Castelo de Vide,2022,4,691,2240,5,0,0,12,11,5,3,2378,28,518,7,36,2931,1242141.982
1602,Castelo de Vide,2022,5,680,2251,3,0,0,13,9,5,6,2376,28,519,8,36,2931,1233203.068
1603,Castelo de Vide,2022,6,695,2241,3,0,0,19,22,6,3,2380,28,519,9,53,2936,1239419.696
1604,Castelo de Vide,2022,7,657,2279,0,0,0,9,11,4,5,2380,28,519,9,29,2936,1489787.086
1605,Castelo de Vide,2022,8,658,2282,1,0,0,19,16,4,6,2383,28,519,10,46,2940,1473125.3539999998
1606,Castelo de Vide,2022,9,649,2288,1,1,0,8,8,10,4,2381,28,519,9,32,2937,1239258.588
1607,Castelo de Vide,2022,10,575,2363,4,0,0,15,15,11,5,2383,28,519,8,50,2938,1153856.123
1608,Castelo de Vide,2022,11,616,2324,30,0,0,12,9,19,2,2384,28,520,8,72,2940,1080918.5389999999
1609,Castelo de Vide,2022,12,518,2430,77,0,0,15,12,12,1,2386,28,526,8,117,2948,1301171.31
1610,Castelo de Vide,2023,1,454,2489,54,0,1,23,17,16,6,2382,29,525,7,117,2943,1363477.068
1611,Castelo de Vide,2023,2,454,2494,35,0,0,20,13,10,7,2386,29,526,7,85,2948,1249226.428
1612,Castelo de Vide,2023,3,386,2561,42,0,0,13,18,9,5,2387,29,524,7,87,2947,1320491.814
1613,Castelo de Vide,2023,4,374,2573,13,0,0,17,16,5,9,2387,29,524,7,60,2947,1195568.132
1614,Castelo de Vide,2023,5,363,2584,16,0,0,23,13,11,6,2387,29,524,7,69,2947,1199926.128
1615,Castelo de Vide,2023,6,333,2617,5,0,0,18,22,10,14,2392,29,522,7,69,2950,1215454.43
1616,Castelo de Vide,2023,7,329,2620,2,0,0,18,18,7,4,2391,29,522,7,49,2949,1395059.159
1617,Castelo de Vide,2023,8,333,2625,3,0,0,15,11,6,5,2395,29,525,9,40,2958,1418258.366
1618,Castelo de Vide,2023,9,312,2641,1,0,0,11,11,9,6,2393,29,525,6,38,2953,1179187.1570000001
1619,Castelo de Vide,2023,10,302,2660,1,0,0,13,9,8,6,2401,29,527,5,37,2962,1235643.9949999999
1620,Castelo de Vide,2023,11,297,2664,1,0,0,23,15,9,6,2401,29,526,5,54,2961,1282773.045
1621,Castelo de Vide,2023,12,286,2673,1,0,0,7,9,7,3,2397,29,528,5,27,2959,1440219.378
1622,Castelo de Vide,2024,1,243,2717,0,0,0,13,7,5,4,2398,29,528,5,29,2960,1354127.176
1623,Castelo de Vide,2024,2,227,2736,1,0,0,7,2,1,1,2402,29,527,5,12,2963,569804.729
1625,Castro Marim,2022,3,6846,2354,2,0,0,0,1,3,5,7680,129,1348,43,11,9200,3384266.718
1626,Castro Marim,2022,4,6687,2522,0,0,0,7,3,10,3,7688,129,1349,43,23,9209,3322215.726
1627,Castro Marim,2022,5,6288,2941,3,0,0,7,8,12,4,7705,129,1350,45,34,9229,4100029.62
1628,Castro Marim,2022,6,6637,2617,2,0,0,7,9,13,7,7712,129,1359,54,38,9254,4562645.582
1629,Castro Marim,2022,7,6107,3172,2,0,0,7,6,12,4,7732,129,1364,54,31,9279,5351301.402
1630,Castro Marim,2022,8,6067,3239,2,0,0,8,8,12,5,7740,129,1366,71,35,9306,5425015.828
1631,Castro Marim,2022,9,5977,3315,3,0,0,14,11,12,6,7740,129,1366,57,46,9292,4435706.527
1632,Castro Marim,2022,10,5919,3370,3,0,0,10,8,21,5,7744,129,1366,50,47,9289,3884513.029
1633,Castro Marim,2022,11,6374,2911,64,0,0,14,11,20,12,7747,129,1363,46,121,9285,3162276.9420000003
1634,Castro Marim,2022,12,5809,3476,202,0,1,14,12,16,6,7749,129,1360,47,251,9285,3100351.788
1635,Castro Marim,2023,1,5916,3351,83,0,2,20,13,9,11,7756,129,1337,45,138,9267,3478624.9189999998
1636,Castro Marim,2023,2,5817,3455,146,1,0,15,11,11,8,7759,129,1339,45,192,9272,3156689.9740000004
1637,Castro Marim,2023,3,5401,3876,83,0,0,27,27,17,11,7762,129,1341,45,165,9277,3182757.12
1638,Castro Marim,2023,4,5368,3909,252,0,0,22,18,7,11,7763,129,1340,45,310,9277,3471678.6689999998
1639,Castro Marim,2023,5,5196,4081,193,0,0,38,30,13,11,7763,129,1340,45,285,9277,3954025.8400000003
1640,Castro Marim,2023,6,4898,4418,25,0,0,25,25,26,11,7781,129,1353,53,112,9316,4306286.412
1641,Castro Marim,2023,7,4770,4555,2,0,0,33,25,17,12,7789,129,1357,50,89,9325,5934586.199
1642,Castro Marim,2023,8,4611,4715,2,0,4,15,16,25,12,7795,129,1352,50,74,9326,6372298.956
1643,Castro Marim,2023,9,4032,5293,1,0,0,20,15,15,13,7798,129,1349,49,64,9325,5059830.809
1644,Castro Marim,2023,10,3511,5814,6,0,1,31,24,28,6,7803,130,1348,44,96,9325,4120917.4239999996
1645,Castro Marim,2023,11,2915,6401,2,0,0,50,37,36,12,7800,130,1342,44,137,9316,3527512.583
1646,Castro Marim,2023,12,2505,6814,3,0,0,34,28,22,9,7804,130,1342,43,96,9319,3959330.029
1647,Castro Marim,2024,1,2493,6824,4,0,0,41,32,31,12,7804,130,1343,40,120,9317,3923970.355
1648,Castro Marim,2024,2,2345,6966,0,0,0,11,14,9,5,7797,130,1346,38,39,9311,983837.645
1650,Castro Verde,2022,3,1933,3028,0,0,0,9,6,4,6,4117,57,770,17,25,4961,1768859.259
1651,Castro Verde,2022,4,1850,3112,0,0,0,20,21,9,8,4118,57,771,16,58,4962,1580242.9819999998
1652,Castro Verde,2022,5,1700,3264,3,0,0,23,18,4,9,4118,57,773,16,57,4964,1526254.473
1653,Castro Verde,2022,6,1786,3176,1,1,0,25,23,4,7,4117,57,772,16,61,4962,1480019.4870000002
1655,Castro Verde,2022,8,1589,3384,4,0,0,33,25,13,7,4123,57,776,17,82,4973,1601599.8
1656,Castro Verde,2022,9,1555,3423,2,0,0,20,24,15,7,4125,58,778,17,68,4978,1467330.1
1657,Castro Verde,2022,10,1485,3493,3,0,0,23,21,10,0,4127,58,778,15,57,4978,1519155.79
1658,Castro Verde,2022,11,1497,3490,57,0,0,26,18,10,8,4133,58,778,18,119,4987,1577809.195
1659,Castro Verde,2022,12,1447,3538,75,0,1,16,19,10,6,4130,58,779,18,127,4985,1791700.133
1660,Castro Verde,2023,1,1621,3361,33,0,3,35,29,20,10,4131,58,779,14,130,4982,1970870.3369999998
1661,Castro Verde,2023,2,1393,3597,197,0,0,24,18,14,9,4139,58,780,13,262,4990,1756363.456
1662,Castro Verde,2023,3,1197,3794,176,0,10,23,23,14,12,4138,58,782,13,258,4991,1635527.977
1663,Castro Verde,2023,4,1164,3827,44,0,0,21,21,13,7,4138,58,782,13,106,4991,1386573.7060000002
1665,Castro Verde,2023,6,1090,3908,17,0,0,25,22,7,3,4146,58,786,8,74,4998,1463469.739
1666,Castro Verde,2023,7,1065,3939,6,0,0,33,25,13,6,4147,59,789,9,83,5004,1622088.211
1667,Castro Verde,2023,8,954,4054,14,0,2,22,18,12,7,4148,59,791,10,75,5008,1704331.725
1668,Castro Verde,2023,9,887,4122,4,0,0,20,17,16,5,4150,59,791,9,62,5009,1512960.832
1669,Castro Verde,2023,10,775,4242,6,0,0,23,19,8,4,4154,59,793,11,60,5017,1595805.687
1670,Castro Verde,2023,11,622,4400,2,0,0,33,28,16,9,4153,59,793,17,88,5022,1666628.769
1671,Castro Verde,2023,12,493,4532,4,0,0,26,19,10,6,4156,59,793,17,65,5025,1961444.776
1672,Castro Verde,2024,1,447,4575,2,0,0,27,28,17,7,4157,59,793,13,81,5022,1994753.639
1673,Castro Verde,2024,2,400,4627,3,0,0,8,9,7,5,4159,59,797,12,32,5027,751893.296
1675,Celorico da Beira,2022,3,3692,2569,1,0,0,3,3,2,6,5028,130,1060,43,15,6261,1503476.568
1676,Celorico da Beira,2022,4,3620,2631,2,0,0,13,15,10,4,5017,130,1061,43,44,6251,1336201.642
1677,Celorico da Beira,2022,5,3552,2698,0,0,0,20,19,17,3,5017,130,1061,42,59,6250,1298950.061
1678,Celorico da Beira,2022,6,3611,2639,2,0,0,18,12,6,8,5015,130,1059,46,46,6250,1259764.695
1679,Celorico da Beira,2022,7,3394,2859,0,0,0,12,13,10,9,5017,130,1061,45,44,6253,1446736.848
1680,Celorico da Beira,2022,8,3401,2860,2,0,0,22,15,14,11,5030,130,1059,42,64,6261,1427276.969
1681,Celorico da Beira,2022,9,3309,2952,1,0,0,19,21,20,10,5031,131,1058,41,71,6261,1276358.686
1682,Celorico da Beira,2022,10,3240,3025,10,0,0,15,12,13,2,5034,131,1058,42,52,6265,1326264.663
1683,Celorico da Beira,2022,11,3309,2956,89,0,0,23,20,11,5,5030,131,1061,43,148,6265,1372420.046
1684,Celorico da Beira,2022,12,3095,3169,160,0,1,26,22,23,4,5027,131,1062,44,236,6264,1596359.788
1685,Celorico da Beira,2023,1,3161,3106,184,0,2,38,30,22,4,5029,131,1065,42,280,6267,1668188.756
1686,Celorico da Beira,2023,2,2838,3430,61,0,0,27,25,15,4,5030,131,1064,43,132,6268,1471958.579
1687,Celorico da Beira,2023,3,2458,3804,151,0,1,33,31,8,6,5023,131,1064,44,230,6262,1428407.564
1688,Celorico da Beira,2023,4,2259,4003,272,0,0,36,30,14,9,5023,131,1064,44,361,6262,1249764.509
1689,Celorico da Beira,2023,5,2144,4118,151,0,0,43,39,20,13,5023,131,1064,44,266,6262,1251106.502
1690,Celorico da Beira,2023,6,2054,4229,9,0,0,28,26,15,9,5034,131,1073,45,87,6283,1293284.0899999999
1691,Celorico da Beira,2023,7,1966,4321,1,0,0,34,23,12,9,5036,131,1075,45,79,6287,1432960.395
1692,Celorico da Beira,2023,8,1788,4498,4,0,4,38,32,15,8,5037,132,1074,43,101,6286,1496319.201
1693,Celorico da Beira,2023,9,1643,4649,4,0,0,21,22,15,7,5041,132,1075,44,69,6292,1319262.026
1694,Celorico da Beira,2023,10,1410,4886,8,0,0,24,25,16,7,5044,132,1078,42,80,6296,1394920.775
1695,Celorico da Beira,2023,11,880,5410,1,0,0,43,36,31,5,5038,132,1078,42,116,6290,1518629.741
1696,Celorico da Beira,2023,12,714,5575,2,1,1,23,18,9,9,5034,133,1081,41,63,6289,1790867.862
1697,Celorico da Beira,2024,1,670,5627,1,0,0,38,27,29,5,5040,134,1083,40,100,6297,1712227.503
1698,Celorico da Beira,2024,2,530,5761,4,0,0,14,14,10,4,5035,134,1082,40,46,6291,546555.271
1700,Celorico de Basto,2022,3,6228,4716,1,0,0,7,5,7,4,9105,210,1508,121,24,10944,3806281.858
1701,Celorico de Basto,2022,4,6133,4801,5,0,0,12,11,8,7,9098,210,1507,119,43,10934,3404749.991
1702,Celorico de Basto,2022,5,6008,4950,3,0,0,21,14,21,7,9109,209,1518,122,66,10958,3474242.991
1703,Celorico de Basto,2022,6,5951,5012,9,0,0,27,22,10,11,9122,209,1515,117,79,10963,3383065.174
1704,Celorico de Basto,2022,7,5969,5007,14,0,0,20,16,15,3,9136,210,1514,116,68,10976,3702972.072
1705,Celorico de Basto,2022,8,5870,5118,1,0,0,31,27,26,7,9155,210,1513,110,92,10988,3355711.563
1706,Celorico de Basto,2022,9,5970,5027,4,0,0,12,17,13,3,9165,210,1513,109,49,10997,3316458.697
1707,Celorico de Basto,2022,10,5340,5659,9,0,0,23,19,19,6,9169,210,1510,110,76,10999,3681051.5719999997
1708,Celorico de Basto,2022,11,5545,5466,219,0,0,28,23,22,9,9175,210,1515,111,301,11011,3725121.072
1709,Celorico de Basto,2022,12,5075,5948,381,0,3,21,20,22,7,9184,210,1519,110,454,11023,3761378.044
1710,Celorico de Basto,2023,1,5248,5777,157,2,5,36,25,30,9,9191,210,1516,108,264,11025,4069237.123
1711,Celorico de Basto,2023,2,5139,5891,128,0,0,24,26,9,10,9195,210,1517,108,197,11030,3642342.574
1712,Celorico de Basto,2023,3,4884,6156,63,1,4,36,34,15,8,9206,210,1515,109,161,11040,3692433.305
1713,Celorico de Basto,2023,4,4828,6212,54,0,0,37,34,15,18,9206,210,1515,109,158,11040,3213643.251
1714,Celorico de Basto,2023,5,4606,6434,54,1,0,50,41,16,8,9206,210,1515,109,170,11040,3352309.618
1715,Celorico de Basto,2023,6,4461,6625,16,0,0,41,34,13,12,9236,210,1533,107,116,11086,3442247.129
1716,Celorico de Basto,2023,7,4312,6815,8,0,0,51,51,21,15,9266,211,1536,114,146,11127,3713173.033
1717,Celorico de Basto,2023,8,4199,6933,5,0,11,47,41,29,14,9276,211,1539,106,147,11132,3505137.386
1718,Celorico de Basto,2023,9,4175,6967,22,0,3,31,27,18,17,9288,211,1540,103,118,11142,3432963.77
1719,Celorico de Basto,2023,10,3877,7261,21,0,0,41,37,26,20,9289,211,1537,101,145,11138,3921390.8510000003
1720,Celorico de Basto,2023,11,3740,7414,13,0,0,58,45,27,17,9302,211,1540,101,160,11154,4033846.269
1721,Celorico de Basto,2023,12,3562,7599,4,0,0,30,26,36,10,9301,211,1549,100,106,11161,4159407.691
1722,Celorico de Basto,2024,1,3403,7758,2,0,1,46,37,25,6,9303,211,1551,96,117,11161,4295666.108
1723,Celorico de Basto,2024,2,2960,8206,1,0,0,27,18,15,6,9301,211,1555,99,67,11166,1502624.15
1725,Chamusca,2022,3,3397,2825,3,0,0,15,14,5,9,4428,119,1663,12,46,6222,4307725.259
1726,Chamusca,2022,4,3323,2910,2,0,0,32,25,13,4,4425,119,1679,10,76,6233,3897367.381
1727,Chamusca,2022,5,3324,2971,4,0,0,35,31,19,11,4421,119,1725,30,100,6295,4714645.602
1728,Chamusca,2022,6,3290,3012,1,0,0,36,32,10,6,4414,119,1760,9,85,6302,5189192.645
1729,Chamusca,2022,7,3108,3198,1,0,0,32,27,12,7,4423,119,1755,9,79,6306,6263649.391
1730,Chamusca,2022,8,2984,3318,1,0,0,42,34,20,13,4421,119,1752,10,110,6302,5738105.387
1731,Chamusca,2022,9,2880,3393,4,0,0,35,30,18,11,4423,119,1719,12,98,6273,4469687.437
1732,Chamusca,2022,10,2720,3507,3,0,0,22,20,19,12,4418,119,1678,12,76,6227,4308423.934
1733,Chamusca,2022,11,2741,3461,149,0,0,25,23,25,11,4420,119,1649,14,233,6202,4379398.685
1734,Chamusca,2022,12,2579,3601,189,0,1,39,27,20,8,4422,119,1626,13,284,6180,4259935.398
1735,Chamusca,2023,1,2433,3741,83,0,3,44,38,18,21,4425,119,1619,11,207,6174,4599658.314
1736,Chamusca,2023,2,2281,3918,75,0,0,31,22,22,8,4428,119,1639,13,158,6199,4171917.573
1737,Chamusca,2023,3,2009,4199,97,0,2,32,29,25,20,4427,119,1651,11,205,6208,4472008.924
1738,Chamusca,2023,4,1819,4389,176,0,0,49,42,19,20,4427,119,1651,11,306,6208,4669802.006
1739,Chamusca,2023,5,1621,4587,198,0,0,42,40,16,12,4427,119,1651,11,308,6208,5347447.941
1740,Chamusca,2023,6,1378,4941,15,0,0,40,32,26,16,4443,119,1744,13,129,6319,5621277.242
1741,Chamusca,2023,7,1145,5179,4,0,0,34,33,24,29,4446,119,1747,12,124,6324,6833073.726
1742,Chamusca,2023,8,1076,5243,2,0,11,42,32,36,20,4456,119,1732,12,143,6319,6289108.907
1743,Chamusca,2023,9,929,5377,3,0,0,37,27,27,21,4459,119,1718,10,115,6306,4807202.856
1744,Chamusca,2023,10,888,5401,4,0,1,59,39,31,26,4453,119,1707,10,160,6289,4638684.978
1745,Chamusca,2023,11,805,5467,3,0,0,63,65,42,19,4450,119,1689,14,192,6272,4087088.74
1746,Chamusca,2023,12,634,5619,2,0,0,54,34,37,17,4447,119,1671,16,144,6253,4295504.793
1747,Chamusca,2024,1,635,5621,1,0,2,81,55,43,21,4453,119,1673,11,203,6256,4777377.307
1748,Chamusca,2024,2,577,5673,1,0,1,26,22,19,5,4451,119,1667,13,74,6250,1177967.693
1750,Chaves,2022,3,10805,19739,7,0,0,71,52,55,34,24942,335,5104,163,219,30544,10399352.789
1751,Chaves,2022,4,10988,19563,14,1,0,151,134,120,65,24953,335,5100,163,485,30551,9324750.303
1752,Chaves,2022,5,10637,19891,10,0,0,191,136,122,62,24933,335,5096,164,521,30528,9235700.176
1753,Chaves,2022,6,10640,19901,14,0,0,195,157,109,84,24944,335,5107,155,559,30541,8770889.612
1754,Chaves,2022,7,10563,19997,16,0,0,198,156,84,42,24965,335,5102,158,496,30560,10624304.25
1755,Chaves,2022,8,10433,20158,8,0,0,241,193,117,73,24984,336,5112,159,632,30591,10790419.418
1756,Chaves,2022,9,10521,20090,13,2,0,187,171,125,51,25004,337,5114,156,549,30611,9401848.614
1757,Chaves,2022,10,10285,20354,42,0,0,159,133,115,47,24999,337,5114,189,496,30639,9636365.026
1758,Chaves,2022,11,10591,20049,498,0,0,180,135,118,59,25019,338,5125,158,990,30640,10128018.162
1759,Chaves,2022,12,10289,20334,387,0,2,130,138,133,46,25008,338,5119,158,836,30623,11171326.53
1760,Chaves,2023,1,10219,20421,288,1,10,237,148,147,61,25021,338,5123,158,892,30640,12115977.592
1761,Chaves,2023,2,9877,20789,305,1,1,192,160,134,71,25039,338,5132,157,864,30666,10753307.51
1762,Chaves,2023,3,9355,21331,353,0,8,189,168,121,76,25057,338,5139,152,915,30686,10437410.318
1763,Chaves,2023,4,8915,21771,246,0,0,202,171,75,55,25057,338,5139,152,749,30686,8913629.874
1764,Chaves,2023,5,8773,21913,387,0,0,241,184,101,81,25057,338,5139,152,994,30686,8560270.937
1765,Chaves,2023,6,8690,22081,67,0,0,215,175,105,99,25117,338,5169,147,661,30771,9098297.769
1766,Chaves,2023,7,8306,22508,12,0,1,216,175,115,64,25155,338,5168,153,583,30814,10114811.194
1767,Chaves,2023,8,8201,22650,29,0,26,196,170,102,61,25184,339,5182,146,584,30851,10534403.233
1768,Chaves,2023,9,7985,22871,13,0,0,136,123,106,41,25180,339,5193,144,419,30856,9348007.282
1769,Chaves,2023,10,7255,23655,33,0,1,203,145,128,61,25195,340,5196,179,571,30910,9865070.951
1770,Chaves,2023,11,7343,23544,11,0,2,256,198,122,71,25203,340,5203,141,660,30887,10552228.505
1771,Chaves,2023,12,6805,24072,16,0,2,152,113,135,53,25192,340,5202,143,471,30877,12307840.834999999
1772,Chaves,2024,1,6668,24201,13,0,2,235,153,134,58,25193,340,5200,136,595,30869,12354309.993
1773,Chaves,2024,2,6012,24866,6,0,1,106,80,72,22,25207,340,5195,136,287,30878,3705387.006
1775,Cinfães,2022,3,9087,3154,2,1,0,2,1,0,3,10401,163,1638,39,9,12241,2762280.264
1776,Cinfães,2022,4,9020,3220,1,0,0,10,9,3,4,10398,164,1640,38,27,12240,2547050.468
1777,Cinfães,2022,5,8923,3304,2,0,0,9,7,4,9,10382,164,1643,38,31,12227,2507021.6969999997
1778,Cinfães,2022,6,8961,3276,2,0,0,16,12,3,4,10384,164,1644,45,37,12237,2472509.417
1779,Cinfães,2022,7,8824,3411,0,0,0,8,8,2,5,10389,164,1643,39,23,12235,2780010.168
1780,Cinfães,2022,8,8771,3467,0,0,0,12,9,0,7,10390,164,1642,42,28,12238,2787334.411
1781,Cinfães,2022,9,8702,3538,1,0,0,6,4,7,2,10395,164,1643,38,20,12240,2578917.931
1782,Cinfães,2022,10,8664,3579,2,0,0,9,6,3,1,10396,165,1645,37,21,12243,2734774.3310000002
1783,Cinfães,2022,11,8628,3611,20,0,0,13,9,6,5,10387,166,1649,37,53,12239,2711125.025
1784,Cinfães,2022,12,8600,3658,52,0,0,9,8,1,4,10401,166,1651,40,74,12258,2853364.134
1785,Cinfães,2023,1,8591,3660,28,0,1,12,10,4,2,10402,166,1648,35,57,12251,2992671.736
1786,Cinfães,2023,2,8598,3653,38,0,0,14,8,14,4,10404,166,1647,34,78,12251,2659258.114
1787,Cinfães,2023,3,8245,4011,30,0,1,13,10,9,3,10409,166,1648,33,66,12256,2756326.684
1788,Cinfães,2023,4,8266,3990,55,0,0,16,9,6,6,10409,166,1648,33,92,12256,2497371.62
1789,Cinfães,2023,5,7481,4775,362,0,0,27,22,6,11,10409,166,1648,33,428,12256,2571884.147
1790,Cinfães,2023,6,6888,5408,143,0,0,27,21,11,5,10439,168,1655,34,207,12296,2587753.699
1791,Cinfães,2023,7,6692,5613,0,0,1,27,24,18,12,10454,168,1658,25,82,12305,2743064.05
1792,Cinfães,2023,8,6694,5616,1,0,2,32,20,23,11,10459,168,1660,23,89,12310,2808772.488
1793,Cinfães,2023,9,6526,5785,2,0,0,19,17,8,16,10456,168,1663,24,62,12311,2637189.81
1794,Cinfães,2023,10,6366,5940,6,0,0,32,24,20,4,10450,168,1665,23,86,12306,2658248.7600000002
1795,Cinfães,2023,11,6221,6087,0,0,0,40,27,23,8,10445,168,1671,24,98,12308,2752336.985
1796,Cinfães,2023,12,6169,6141,2,0,0,31,24,18,3,10443,168,1672,27,78,12310,3239869.907
1797,Cinfães,2024,1,5953,6358,1,0,0,41,36,22,6,10450,168,1670,23,106,12311,3222799.219
1798,Cinfães,2024,2,5995,6322,0,0,0,18,12,9,3,10451,168,1676,22,42,12317,1048639.052
1823,Coimbra,2024,2,7471,87406,19,0,2,352,254,259,62,76144,684,17614,435,948,94877,16160889.666
1825,Condeixa-a-Nova,2022,3,4175,5060,0,0,0,9,4,10,2,7449,100,1619,67,25,9235,4172436.918
1826,Condeixa-a-Nova,2022,4,4058,5188,9,1,0,24,21,26,2,7460,100,1619,67,83,9246,3698153.768
1827,Condeixa-a-Nova,2022,5,3927,5327,14,0,0,44,34,25,7,7464,100,1622,68,124,9254,3834977.099
1828,Condeixa-a-Nova,2022,6,3736,5518,3,0,0,44,32,28,10,7464,100,1622,68,117,9254,3733854.74
1829,Condeixa-a-Nova,2022,7,3446,5798,2,0,0,62,41,28,8,7458,100,1619,67,141,9244,3986162.774
1830,Condeixa-a-Nova,2022,8,3309,5954,2,0,0,69,52,35,19,7478,100,1618,67,177,9263,3345047.654
1831,Condeixa-a-Nova,2022,9,3262,6015,3,0,0,45,47,40,7,7487,100,1622,68,142,9277,3915643.008
1832,Condeixa-a-Nova,2022,10,2891,6390,17,0,0,48,35,31,10,7491,100,1622,68,141,9281,3992993.516
1833,Condeixa-a-Nova,2022,11,3134,6145,149,0,0,48,37,42,16,7494,100,1618,67,292,9279,4119776.664
1834,Condeixa-a-Nova,2022,12,2798,6493,293,1,0,40,36,38,15,7503,101,1621,66,423,9291,4275970.384
1835,Condeixa-a-Nova,2023,1,2487,6816,464,0,4,71,54,50,14,7507,101,1623,72,657,9303,4633985.158
1836,Condeixa-a-Nova,2023,2,2306,6997,171,0,0,54,41,39,14,7512,101,1624,66,319,9303,4483691.848
1837,Condeixa-a-Nova,2023,3,1937,7369,245,0,4,58,48,35,14,7517,103,1621,65,404,9306,4867705.752
1838,Condeixa-a-Nova,2023,4,1582,7724,224,0,0,56,50,38,14,7517,103,1621,65,382,9306,4282190.3379999995
1839,Condeixa-a-Nova,2023,5,1352,7954,197,0,0,58,56,33,17,7517,103,1621,65,361,9306,4397053.195
1840,Condeixa-a-Nova,2023,6,1185,8161,30,1,0,63,55,49,12,7545,103,1635,63,210,9346,4150350.709
1841,Condeixa-a-Nova,2023,7,957,8402,11,0,0,56,47,40,14,7559,103,1637,60,168,9359,3925075.474
1842,Condeixa-a-Nova,2023,8,751,8621,10,0,8,60,56,32,16,7569,103,1641,59,182,9372,3530527.417
1843,Condeixa-a-Nova,2023,9,616,8761,16,0,0,57,46,42,8,7574,103,1644,56,169,9377,3932222.0470000003
1844,Condeixa-a-Nova,2023,10,637,8762,14,0,1,63,59,42,20,7594,103,1647,55,199,9399,4240639.569
1845,Condeixa-a-Nova,2023,11,475,8929,2,0,0,74,58,36,10,7602,103,1645,54,180,9404,4379242.613
1846,Condeixa-a-Nova,2023,12,408,9002,2,0,0,31,23,31,6,7606,103,1647,54,93,9410,4193834.88
1847,Condeixa-a-Nova,2024,1,430,8994,1,0,0,60,46,44,12,7616,103,1649,56,163,9424,4053456.593
1848,Condeixa-a-Nova,2024,2,471,8945,0,0,0,27,23,38,3,7612,103,1650,51,91,9416,1659285.4070000001
1850,Constância,2022,3,1444,955,1,0,0,3,1,1,3,1914,36,437,12,9,2399,7589428.923
